id,name,email,specialization,availability
interviewer-1,INT 1,interviewer1@example.com,前端,"2025-05-20T02:00:00/2025-05-20T03:00:00,2025-05-20T03:00:00/2025-05-20T04:00:00,2025-05-20T04:00:00/2025-05-20T05:00:00,2025-05-20T05:00:00/2025-05-20T06:00:00,2025-05-20T07:00:00/2025-05-20T08:00:00,2025-05-20T08:00:00/2025-05-20T09:00:00,2025-05-21T01:00:00/2025-05-21T02:00:00,2025-05-21T03:00:00/2025-05-21T04:00:00,2025-05-21T04:00:00/2025-05-21T05:00:00,2025-05-21T07:00:00/2025-05-21T08:00:00,2025-05-21T08:00:00/2025-05-21T09:00:00,2025-05-22T02:00:00/2025-05-22T03:00:00,2025-05-22T03:00:00/2025-05-22T04:00:00,2025-05-22T06:00:00/2025-05-22T07:00:00,2025-05-22T07:00:00/2025-05-22T08:00:00,2025-05-22T08:00:00/2025-05-22T09:00:00,2025-05-23T01:00:00/2025-05-23T02:00:00,2025-05-23T03:00:00/2025-05-23T04:00:00,2025-05-23T04:00:00/2025-05-23T05:00:00,2025-05-23T05:00:00/2025-05-23T06:00:00,2025-05-23T06:00:00/2025-05-23T07:00:00,2025-05-23T07:00:00/2025-05-23T08:00:00"
interviewer-2,INT 2,interviewer2@example.com,後端,"2025-05-20T01:00:00/2025-05-20T02:00:00,2025-05-20T02:00:00/2025-05-20T03:00:00,2025-05-20T03:00:00/2025-05-20T04:00:00,2025-05-20T05:00:00/2025-05-20T06:00:00,2025-05-20T08:00:00/2025-05-20T09:00:00,2025-05-21T02:00:00/2025-05-21T03:00:00,2025-05-21T04:00:00/2025-05-21T05:00:00,2025-05-21T05:00:00/2025-05-21T06:00:00,2025-05-21T06:00:00/2025-05-21T07:00:00,2025-05-21T08:00:00/2025-05-21T09:00:00,2025-05-22T01:00:00/2025-05-22T02:00:00,2025-05-22T02:00:00/2025-05-22T03:00:00,2025-05-22T03:00:00/2025-05-22T04:00:00,2025-05-22T04:00:00/2025-05-22T05:00:00,2025-05-22T06:00:00/2025-05-22T07:00:00,2025-05-22T07:00:00/2025-05-22T08:00:00,2025-05-23T02:00:00/2025-05-23T03:00:00,2025-05-23T05:00:00/2025-05-23T06:00:00,2025-05-23T06:00:00/2025-05-23T07:00:00,2025-05-23T07:00:00/2025-05-23T08:00:00"
interviewer-3,INT 3,interviewer3@example.com,全端,"2025-05-20T01:00:00/2025-05-20T02:00:00,2025-05-20T02:00:00/2025-05-20T03:00:00,2025-05-20T03:00:00/2025-05-20T04:00:00,2025-05-20T04:00:00/2025-05-20T05:00:00,2025-05-20T06:00:00/2025-05-20T07:00:00,2025-05-20T07:00:00/2025-05-20T08:00:00,2025-05-20T08:00:00/2025-05-20T09:00:00,2025-05-21T01:00:00/2025-05-21T02:00:00,2025-05-21T02:00:00/2025-05-21T03:00:00,2025-05-21T03:00:00/2025-05-21T04:00:00,2025-05-21T05:00:00/2025-05-21T06:00:00,2025-05-21T06:00:00/2025-05-21T07:00:00,2025-05-21T08:00:00/2025-05-21T09:00:00,2025-05-22T01:00:00/2025-05-22T02:00:00,2025-05-22T03:00:00/2025-05-22T04:00:00,2025-05-22T04:00:00/2025-05-22T05:00:00,2025-05-22T08:00:00/2025-05-22T09:00:00,2025-05-23T02:00:00/2025-05-23T03:00:00,2025-05-23T03:00:00/2025-05-23T04:00:00,2025-05-23T04:00:00/2025-05-23T05:00:00,2025-05-23T06:00:00/2025-05-23T07:00:00,2025-05-23T08:00:00/2025-05-23T09:00:00"
interviewer-4,INT 4,interviewer4@example.com,DevOps,"2025-05-20T01:00:00/2025-05-20T02:00:00,2025-05-20T02:00:00/2025-05-20T03:00:00,2025-05-20T04:00:00/2025-05-20T05:00:00,2025-05-20T05:00:00/2025-05-20T06:00:00,2025-05-20T07:00:00/2025-05-20T08:00:00,2025-05-21T02:00:00/2025-05-21T03:00:00,2025-05-21T04:00:00/2025-05-21T05:00:00,2025-05-21T05:00:00/2025-05-21T06:00:00,2025-05-21T07:00:00/2025-05-21T08:00:00,2025-05-21T08:00:00/2025-05-21T09:00:00,2025-05-22T01:00:00/2025-05-22T02:00:00,2025-05-22T02:00:00/2025-05-22T03:00:00,2025-05-22T03:00:00/2025-05-22T04:00:00,2025-05-22T04:00:00/2025-05-22T05:00:00,2025-05-22T06:00:00/2025-05-22T07:00:00,2025-05-22T07:00:00/2025-05-22T08:00:00,2025-05-22T08:00:00/2025-05-22T09:00:00,2025-05-23T01:00:00/2025-05-23T02:00:00,2025-05-23T02:00:00/2025-05-23T03:00:00,2025-05-23T06:00:00/2025-05-23T07:00:00,2025-05-23T08:00:00/2025-05-23T09:00:00"
interviewer-5,INT 5,interviewer5@example.com,資安,"2025-05-20T01:00:00/2025-05-20T02:00:00,2025-05-20T02:00:00/2025-05-20T03:00:00,2025-05-20T04:00:00/2025-05-20T05:00:00,2025-05-20T05:00:00/2025-05-20T06:00:00,2025-05-20T06:00:00/2025-05-20T07:00:00,2025-05-20T07:00:00/2025-05-20T08:00:00,2025-05-20T08:00:00/2025-05-20T09:00:00,2025-05-21T01:00:00/2025-05-21T02:00:00,2025-05-21T02:00:00/2025-05-21T03:00:00,2025-05-21T04:00:00/2025-05-21T05:00:00,2025-05-21T05:00:00/2025-05-21T06:00:00,2025-05-21T06:00:00/2025-05-21T07:00:00,2025-05-21T07:00:00/2025-05-21T08:00:00,2025-05-22T01:00:00/2025-05-22T02:00:00,2025-05-22T03:00:00/2025-05-22T04:00:00,2025-05-22T04:00:00/2025-05-22T05:00:00,2025-05-22T06:00:00/2025-05-22T07:00:00,2025-05-22T08:00:00/2025-05-22T09:00:00,2025-05-23T03:00:00/2025-05-23T04:00:00,2025-05-23T06:00:00/2025-05-23T07:00:00,2025-05-23T08:00:00/2025-05-23T09:00:00"
interviewer-6,INT 6,interviewer6@example.com,AI/ML,"2025-05-20T01:00:00/2025-05-20T02:00:00,2025-05-20T02:00:00/2025-05-20T03:00:00,2025-05-20T03:00:00/2025-05-20T04:00:00,2025-05-20T04:00:00/2025-05-20T05:00:00,2025-05-20T06:00:00/2025-05-20T07:00:00,2025-05-21T01:00:00/2025-05-21T02:00:00,2025-05-21T02:00:00/2025-05-21T03:00:00,2025-05-21T03:00:00/2025-05-21T04:00:00,2025-05-21T04:00:00/2025-05-21T05:00:00,2025-05-21T05:00:00/2025-05-21T06:00:00,2025-05-21T06:00:00/2025-05-21T07:00:00,2025-05-21T08:00:00/2025-05-21T09:00:00,2025-05-22T01:00:00/2025-05-22T02:00:00,2025-05-22T02:00:00/2025-05-22T03:00:00,2025-05-22T03:00:00/2025-05-22T04:00:00,2025-05-22T04:00:00/2025-05-22T05:00:00,2025-05-22T06:00:00/2025-05-22T07:00:00,2025-05-22T07:00:00/2025-05-22T08:00:00,2025-05-22T08:00:00/2025-05-22T09:00:00,2025-05-23T01:00:00/2025-05-23T02:00:00,2025-05-23T03:00:00/2025-05-23T04:00:00,2025-05-23T04:00:00/2025-05-23T05:00:00,2025-05-23T05:00:00/2025-05-23T06:00:00,2025-05-23T07:00:00/2025-05-23T08:00:00,2025-05-23T08:00:00/2025-05-23T09:00:00"
interviewer-7,INT 7,interviewer7@example.com,管理職,"2025-05-20T03:00:00/2025-05-20T04:00:00,2025-05-20T04:00:00/2025-05-20T05:00:00,2025-05-20T06:00:00/2025-05-20T07:00:00,2025-05-21T02:00:00/2025-05-21T03:00:00,2025-05-21T03:00:00/2025-05-21T04:00:00,2025-05-21T04:00:00/2025-05-21T05:00:00,2025-05-21T06:00:00/2025-05-21T07:00:00,2025-05-21T08:00:00/2025-05-21T09:00:00,2025-05-22T01:00:00/2025-05-22T02:00:00,2025-05-22T02:00:00/2025-05-22T03:00:00,2025-05-22T05:00:00/2025-05-22T06:00:00,2025-05-22T06:00:00/2025-05-22T07:00:00,2025-05-22T07:00:00/2025-05-22T08:00:00,2025-05-22T08:00:00/2025-05-22T09:00:00,2025-05-23T02:00:00/2025-05-23T03:00:00,2025-05-23T03:00:00/2025-05-23T04:00:00,2025-05-23T04:00:00/2025-05-23T05:00:00,2025-05-23T06:00:00/2025-05-23T07:00:00,2025-05-23T08:00:00/2025-05-23T09:00:00"
interviewer-8,INT 8,interviewer8@example.com,前端,"2025-05-20T01:00:00/2025-05-20T02:00:00,2025-05-20T03:00:00/2025-05-20T04:00:00,2025-05-20T05:00:00/2025-05-20T06:00:00,2025-05-20T06:00:00/2025-05-20T07:00:00,2025-05-20T07:00:00/2025-05-20T08:00:00,2025-05-21T03:00:00/2025-05-21T04:00:00,2025-05-21T04:00:00/2025-05-21T05:00:00,2025-05-22T02:00:00/2025-05-22T03:00:00,2025-05-22T03:00:00/2025-05-22T04:00:00,2025-05-22T04:00:00/2025-05-22T05:00:00,2025-05-22T06:00:00/2025-05-22T07:00:00,2025-05-22T07:00:00/2025-05-22T08:00:00,2025-05-22T08:00:00/2025-05-22T09:00:00,2025-05-23T01:00:00/2025-05-23T02:00:00,2025-05-23T02:00:00/2025-05-23T03:00:00,2025-05-23T03:00:00/2025-05-23T04:00:00,2025-05-23T04:00:00/2025-05-23T05:00:00,2025-05-23T05:00:00/2025-05-23T06:00:00"
interviewer-9,INT 9,interviewer9@example.com,後端,"2025-05-20T01:00:00/2025-05-20T02:00:00,2025-05-20T03:00:00/2025-05-20T04:00:00,2025-05-20T04:00:00/2025-05-20T05:00:00,2025-05-20T05:00:00/2025-05-20T06:00:00,2025-05-20T06:00:00/2025-05-20T07:00:00,2025-05-20T07:00:00/2025-05-20T08:00:00,2025-05-20T08:00:00/2025-05-20T09:00:00,2025-05-21T04:00:00/2025-05-21T05:00:00,2025-05-21T05:00:00/2025-05-21T06:00:00,2025-05-21T06:00:00/2025-05-21T07:00:00,2025-05-21T07:00:00/2025-05-21T08:00:00,2025-05-21T08:00:00/2025-05-21T09:00:00,2025-05-22T01:00:00/2025-05-22T02:00:00,2025-05-22T02:00:00/2025-05-22T03:00:00,2025-05-22T03:00:00/2025-05-22T04:00:00,2025-05-22T06:00:00/2025-05-22T07:00:00,2025-05-23T02:00:00/2025-05-23T03:00:00,2025-05-23T03:00:00/2025-05-23T04:00:00,2025-05-23T05:00:00/2025-05-23T06:00:00,2025-05-23T06:00:00/2025-05-23T07:00:00"
interviewer-10,INT 10,interviewer10@example.com,全端,"2025-05-20T01:00:00/2025-05-20T02:00:00,2025-05-20T02:00:00/2025-05-20T03:00:00,2025-05-20T04:00:00/2025-05-20T05:00:00,2025-05-20T05:00:00/2025-05-20T06:00:00,2025-05-20T06:00:00/2025-05-20T07:00:00,2025-05-20T07:00:00/2025-05-20T08:00:00,2025-05-20T08:00:00/2025-05-20T09:00:00,2025-05-21T03:00:00/2025-05-21T04:00:00,2025-05-21T04:00:00/2025-05-21T05:00:00,2025-05-21T05:00:00/2025-05-21T06:00:00,2025-05-21T06:00:00/2025-05-21T07:00:00,2025-05-21T07:00:00/2025-05-21T08:00:00,2025-05-21T08:00:00/2025-05-21T09:00:00,2025-05-22T01:00:00/2025-05-22T02:00:00,2025-05-22T02:00:00/2025-05-22T03:00:00,2025-05-22T03:00:00/2025-05-22T04:00:00,2025-05-22T04:00:00/2025-05-22T05:00:00,2025-05-22T05:00:00/2025-05-22T06:00:00,2025-05-22T07:00:00/2025-05-22T08:00:00,2025-05-23T01:00:00/2025-05-23T02:00:00,2025-05-23T02:00:00/2025-05-23T03:00:00,2025-05-23T03:00:00/2025-05-23T04:00:00,2025-05-23T05:00:00/2025-05-23T06:00:00,2025-05-23T06:00:00/2025-05-23T07:00:00,2025-05-23T07:00:00/2025-05-23T08:00:00,2025-05-23T08:00:00/2025-05-23T09:00:00"
